orgao_emissor;tipo_de_documento;fornecedor_cnpj_cpf;fornecedor_nome_empresarial;numero;serie;sequencial;situacao;natureza;indicador_de_orcamento;data_de_emissao;data_de_recebimento;data_de_registro;valor_total_com_impostos;nota_fiscal_para_aglutinacao
1260 - SECRETARIA DE ESTADO DE EDUCACAO;Outros;00.914.711/0001-71;LAGE & LAGE LTDA-ME;86543;;1;Completa;Serviço;Despesa orçamentária;2026-03-31;2026-03-31;2026-04-01;449,53;Não
1190 - SECRETARIA DE ESTADO DE FAZENDA DE MINAS GERAIS;Nota fiscal;19.201.128/0001-41;ASSOCIACAO PROFISSIONALIZANTE DO MENOR DE BELO HORIZONTE -ASSPROM;1151;1;1;Completa;Serviço;Despesa orçamentária;2026-03-26;2026-04-01;2026-04-01;8316,15;Não
2310 - UNIVERSIDADE ESTADUAL DE MONTES CLAROS;Nota fiscal;24.638.170/0001-64;DISTRIBUIDORA MENDONCA E MIRANDA LTDA;2136;;1;Completa - Recebimento definitivo;Permanente;Despesa orçamentária;2026-03-25;2026-04-01;2026-04-01;2282,0;Não
2310 - UNIVERSIDADE ESTADUAL DE MONTES CLAROS;Nota fiscal;31.864.051/0001-95;PLAST LABOR IND.E COM.DE EQUIP.HOSP.E LABORATORIO LTDA;270238;1;1;Completa - Recebimento definitivo;Consumo;Despesa orçamentária;2026-03-26;2026-04-01;2026-04-01;1249,0;Não
2310 - UNIVERSIDADE ESTADUAL DE MONTES CLAROS;Outros;01.017.250/0001-05;VOETUR TURISMO E REPRESENTACOES LTDA;1327695;;1;Completa;Serviço;Despesa orçamentária;2026-03-26;2026-03-31;2026-04-01;16702,02;Não
1400 - CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS;Nota fiscal;07.214.878/0001-79;RAFTECO COMERCIO DE MATERIAL DE INFORMATICA LTDA - ME;1324;2;1;Incompleta;Permanente;Despesa extra orçamentária;2026-01-16;2026-04-01;2026-04-01;898,0;Não
2310 - UNIVERSIDADE ESTADUAL DE MONTES CLAROS;Nota fiscal;13.694.036/0001-64;EMENALLI MEDICAL LTDA;20271;1;1;Completa - Recebimento definitivo;Consumo;Despesa orçamentária;2026-03-24;2026-04-01;2026-04-01;673,99;Não
2010 - INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;Nota fiscal;33.224.254/0001-42;MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A;12019;1A;1;Completa;Serviço;Despesa orçamentária;2026-03-25;2026-03-25;2026-04-01;8095,07;Não
1260 - SECRETARIA DE ESTADO DE EDUCACAO;Nota fiscal;21.613.838/0001-20;SERG - SOLUCAO EM REFRIGERACAO EM GERAL LTDA;17;;1;Completa;Serviço;Despesa orçamentária;2026-03-31;2026-04-01;2026-04-01;1568,5;Não
2310 - UNIVERSIDADE ESTADUAL DE MONTES CLAROS;Nota fiscal;12.499.494/0002-60;HOSPINOVA DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA.;7689;201;1;Completa - Recebimento definitivo;Consumo;Despesa orçamentária;2026-03-25;2026-04-01;2026-04-01;2571,0;Não
2010 - INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;Outros;33.224.254/0001-42;MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A;679892;;1;Completa;Serviço;Despesa orçamentária;2026-03-25;2026-03-25;2026-04-01;742,2;Não
2270 - FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;Nota fiscal;01.571.702/0001-98;HALEX ISTAR INDUSTRIA FARMACEUTICA SA;458510;;1;Completa - Recebimento definitivo;Consumo;Despesa orçamentária;2026-02-28;2026-03-01;2026-04-01;940,0;Não
1190 - SECRETARIA DE ESTADO DE FAZENDA DE MINAS GERAIS;Nota fiscal;33.224.254/0001-42;MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A;12695;1;1;Completa;Serviço;Despesa orçamentária;2026-03-30;2026-04-01;2026-04-01;20232,89;Não
2310 - UNIVERSIDADE ESTADUAL DE MONTES CLAROS;Nota fiscal;13.471.232/0001-70;FREITAS & FRANCISCO COMERCIO DE PRODUTOS NUTRICIONAIS LTDA - EPP;32233;1;1;Completa - Recebimento definitivo;Consumo;Despesa orçamentária;2026-03-23;2026-04-01;2026-04-01;3940,2;Não
2100 - INSTITUTO ESTADUAL DE FLORESTAS-IEF;Nota fiscal;01.571.702/0001-98;HALEX ISTAR INDUSTRIA FARMACEUTICA SA;459334;;1;Completa - Recebimento definitivo;Consumo;Despesa orçamentária;2026-03-18;2026-03-27;2026-04-01;305,25;Não
1260 - SECRETARIA DE ESTADO DE EDUCACAO;Outros;***.550.906-**;LUIZ CESAR ZAMPIER;32026;A;1;Completa;Serviço;Despesa orçamentária;2026-04-01;2026-04-01;2026-04-01;1206,0;Não
1450 - SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLIC;Nota fiscal;05.151.226/0001-07;EXPRESSO MINAS FRIOS LTDA;75662;2;1;Completa;Serviço;Despesa orçamentária;2026-03-06;2026-04-01;2026-04-01;2240,0;Não
1260 - SECRETARIA DE ESTADO DE EDUCACAO;Outros;***.646.526-**;LUIZ FERNANDO CARVALHO CESAR;32026;A;1;Completa;Serviço;Despesa orçamentária;2026-04-01;2026-04-01;2026-04-01;603,0;Não
1260 - SECRETARIA DE ESTADO DE EDUCACAO;Outros;***.225.776-**;LUIZ GALDINO DE CARVALHO CESAR;32026;A;1;Completa;Serviço;Despesa orçamentária;2026-04-01;2026-04-01;2026-04-01;603,0;Não
2010 - INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;Nota fiscal;04.242.860/0001-92;MEDI-GLOBE BRASIL LTDA;137318;1;1;Completa - Recebimento definitivo;Consumo;Despesa orçamentária;2026-03-27;2026-03-31;2026-04-01;1650,0;Não
1450 - SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLIC;Nota fiscal;05.151.226/0001-07;EXPRESSO MINAS FRIOS LTDA;75660;2;1;Completa;Serviço;Despesa orçamentária;2026-03-06;2026-04-01;2026-04-01;875,0;Não
1260 - SECRETARIA DE ESTADO DE EDUCACAO;Outros;***.836.266-**;MARIA ANTONIETA ROMEIRO LOPES;32026;A;1;Completa;Serviço;Despesa orçamentária;2026-04-01;2026-04-01;2026-04-01;2412,0;Não
2010 - INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;Nota fiscal;13.471.232/0001-70;FREITAS & FRANCISCO COMERCIO DE PRODUTOS NUTRICIONAIS LTDA - EPP;32271;1;1;Completa - Recebimento definitivo;Consumo;Despesa orçamentária;2026-03-25;2026-03-31;2026-04-01;5220,0;Não
1400 - CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS;Nota fiscal;10.613.253/0001-94;LINHA RETA SERVICOS MECANICOS LTDA -ME;250;;1;Completa;Serviço;Despesa extra orçamentária;2026-03-12;2026-04-01;2026-04-01;2868,51;Não
2260 - FUNDACAO EZEQUIEL DIAS;Nota fiscal;18.765.951/0001-17;CCA AUTOMACAO PREDIAL LTDA - ME;38;;1;Completa;Serviço;Despesa orçamentária;2026-03-30;2026-04-01;2026-04-01;129131,86;Não
1450 - SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLIC;Nota fiscal;05.151.226/0001-07;EXPRESSO MINAS FRIOS LTDA;75661;2;1;Completa;Serviço;Despesa orçamentária;2026-03-06;2026-04-01;2026-04-01;980,0;Não
1320 - SECRETARIA DE ESTADO DA SAUDE;Outros;***.750.576-**;STAEL GUIMARAES MARQUES NASSER;2102026;;1;Completa;Serviço;Despesa orçamentária;2026-04-01;2026-04-01;2026-04-01;6663,35;Não
2100 - INSTITUTO ESTADUAL DE FLORESTAS-IEF;Nota fiscal;31.495.759/0001-16;SIRIO PHARMA LTDA;20102;;1;Completa - Recebimento definitivo;Consumo;Despesa orçamentária;2026-03-13;2026-03-27;2026-04-01;247,56;Não
2270 - FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;Nota fiscal;01.107.391/0012-63;SUPPORT PRODUTOS NUTRICIONAIS LTDA;28347;;1;Completa - Recebimento definitivo;Consumo;Despesa orçamentária;2026-03-19;2026-03-25;2026-04-01;13500,0;Não
1260 - SECRETARIA DE ESTADO DE EDUCACAO;Nota fiscal;13.183.077/0001-96;UNITEC VAZANTE LTDA;11;E;1;Completa;Serviço;Despesa orçamentária;2025-03-17;2025-03-31;2026-04-01;194710,0;Não
1190 - SECRETARIA DE ESTADO DE FAZENDA DE MINAS GERAIS;Nota fiscal;33.224.254/0001-42;MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A;12694;;1;Completa;Serviço;Despesa orçamentária;2026-03-30;2026-04-01;2026-04-01;6466,66;Não
2010 - INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;Nota fiscal;39.928.043/0001-77;SAUDE FARMA LTDA;245;2;1;Completa - Recebimento definitivo;Consumo;Despesa orçamentária;2026-03-11;2026-03-31;2026-04-01;24,0;Não
2270 - FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;Nota fiscal;01.676.274/0001-68;EMPRESA DE TRANSPORTES SANTAFE LTDA;103;;1;Completa;Serviço;Despesa orçamentária;2026-03-31;2026-03-31;2026-04-01;2005,5;Não
1400 - CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS;Nota fiscal;10.613.253/0001-94;LINHA RETA SERVICOS MECANICOS LTDA -ME;590;;1;Completa;Serviço;Despesa extra orçamentária;2026-03-28;2026-04-01;2026-04-01;186,99;Não
2090 - FUNDACAO ESTADUAL DO MEIO AMBIENTE;Nota fiscal;01.622.134/0001-07;AGROPADUA SERVICOS DE DEDETIZACAO LTDA;6880;;1;Completa;Serviço;Despesa orçamentária;2026-03-04;2026-03-30;2026-04-01;5747,43;Não
2100 - INSTITUTO ESTADUAL DE FLORESTAS-IEF;Nota fiscal;67.729.178/0004-91;COMERCIAL CIRURGICA RIOCLARENSE LTDA;2131306;;1;Completa - Recebimento definitivo;Consumo;Despesa orçamentária;2026-03-16;2026-03-27;2026-04-01;3,34;Não
1450 - SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLIC;Nota fiscal;54.810.188/0001-62;W18 MEDICAL - COMERCIO E SERVICOS LTDA;2064;1;1;Completa - Recebimento definitivo;Consumo;Despesa orçamentária;2026-03-30;2026-03-30;2026-04-01;6836,4;Não
1320 - SECRETARIA DE ESTADO DA SAUDE;Nota fiscal;44.734.671/0022-86;CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA;941296;10;1;Completa - Recebimento definitivo;Consumo;Despesa orçamentária;2026-03-23;2026-03-31;2026-04-01;4200,0;Não
1320 - SECRETARIA DE ESTADO DA SAUDE;Outros;***.701.266-**;LEDA MARIA DE OLIVEIRA VIANA RIBEIRO;32026;;1;Completa;Serviço;Despesa orçamentária;2026-04-01;2026-04-01;2026-04-01;29491,9;Não
1190 - SECRETARIA DE ESTADO DE FAZENDA DE MINAS GERAIS;Nota fiscal;07.531.898/0001-73;MARILIA DE DIRCEU INDUSTRIA E COMERCIO DE ALIMENTOS LTDA - EPP;202685;;1;Completa;Serviço;Despesa orçamentária;2026-03-30;2026-03-31;2026-04-01;467,94;Não
2010 - INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;Nota fiscal;39.928.043/0001-77;SAUDE FARMA LTDA;246;2;1;Completa - Recebimento definitivo;Consumo;Despesa orçamentária;2026-03-13;2026-03-31;2026-04-01;28,0;Não
1320 - SECRETARIA DE ESTADO DA SAUDE;Outros;***.692.096-**;ROBERTO OLAVO FERREIRA DE OLIVEIRA;32026;;1;Completa;Serviço;Despesa orçamentária;2026-04-01;2026-04-01;2026-04-01;29491,9;Não
1400 - CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS;Nota fiscal;10.613.253/0001-94;LINHA RETA SERVICOS MECANICOS LTDA -ME;622;;1;Completa;Serviço;Despesa extra orçamentária;2026-03-31;2026-04-01;2026-04-01;186,99;Não
1190 - SECRETARIA DE ESTADO DE FAZENDA DE MINAS GERAIS;Outros;33.224.254/0001-42;MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A;680710;;1;Completa;Serviço;Despesa orçamentária;2026-03-30;2026-04-01;2026-04-01;1456,56;Não
2010 - INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;Nota fiscal;07.832.586/0001-08;DF TURISMO E EVENTOS LTDA;7216;;1;Completa;Serviço;Despesa orçamentária;2026-03-31;2026-03-31;2026-04-01;3450,0;Não
1320 - SECRETARIA DE ESTADO DA SAUDE;Outros;***.842.686-**;MARCIO PEREIRA DA SILVA;32026;;1;Completa;Serviço;Despesa orçamentária;2026-04-01;2026-04-01;2026-04-01;16000,0;Não
2370 - INSTITUTO MINEIRO DE AGROPECUARIA;Nota fiscal;34.274.233/0294-29;VIBRA ENERGIA S.A;323501;0;1;Completa - Recebimento definitivo;Consumo;Despesa orçamentária;2026-03-30;2026-03-30;2026-04-01;17741,24;Não
2270 - FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;Nota fiscal;04.398.505/0001-07;CONSORCIO OPERACIONAL DO TRANS. COLETIVO DE PASSAG. POR ONIBUS DO MUNICIP. DE BH;3826006506103;;1;Completa;Serviço;Despesa orçamentária;2026-04-01;2026-04-01;2026-04-01;15,0;Não
1010 - ASSEMBLEIA LEGISLATIVA DO ESTADO DE MINAS GERAIS;Nota fiscal;78.533.312/0001-58;PLANSUL PLANEJAMENTO E CONSULTORIA LTDA;122222026;;1;Completa;Serviço;Despesa orçamentária;2026-03-27;2026-03-31;2026-04-01;1177094,09;Não
1260 - SECRETARIA DE ESTADO DE EDUCACAO;Outros;16.948.366/0001-27;LOJA MACONICA MESTRES DO VALE N. 1065;9179797;76;1;Completa;Serviço;Despesa orçamentária;2026-04-01;2026-04-01;2026-04-01;4729,37;Não
2010 - INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;Nota fiscal;33.224.254/0001-42;MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A;12027;1A;1;Completa;Serviço;Despesa orçamentária;2026-03-25;2026-03-25;2026-04-01;11366,07;Não
1400 - CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS;Nota fiscal;10.613.253/0001-94;LINHA RETA SERVICOS MECANICOS LTDA -ME;623;;1;Completa;Serviço;Despesa extra orçamentária;2026-03-31;2026-04-01;2026-04-01;186,99;Não
1320 - SECRETARIA DE ESTADO DA SAUDE;Nota fiscal;07.432.517/0001-07;SIMPRESS COMERCIO LOCACAO E SERVICOS LTDA;369496;1;1;Completa;Serviço;Despesa orçamentária;2026-03-17;2026-03-30;2026-04-01;798,7;Não
1190 - SECRETARIA DE ESTADO DE FAZENDA DE MINAS GERAIS;Outros;33.224.254/0001-42;MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A;680695;;1;Completa;Serviço;Despesa orçamentária;2026-03-30;2026-04-01;2026-04-01;532,56;Não
2010 - INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;Nota fiscal;25.031.668/0001-27;SAMEH SOLUCOES HOSPITALARES LTDA;127749;1;1;Completa - Recebimento definitivo;Consumo;Despesa orçamentária;2026-03-30;2026-03-31;2026-04-01;214,65;Não
1320 - SECRETARIA DE ESTADO DA SAUDE;Nota fiscal;44.734.671/0022-86;CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA;942323;10;1;Completa - Recebimento definitivo;Consumo;Despesa orçamentária;2026-03-24;2026-03-31;2026-04-01;15210,0;Não
2010 - INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;Outros;33.224.254/0001-42;MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A;679843;;1;Completa;Serviço;Despesa orçamentária;2026-03-25;2026-03-25;2026-04-01;1020,36;Não
2300 - DEPARTAMENTO DE ESTRADAS DE RODAGEM;Nota fiscal;07.301.055/0001-80;AZIZ SISTEMAS DE SEGURANCA LTDA;827;;1;Completa;Serviço;Despesa orçamentária;2026-03-12;2026-03-12;2026-04-01;3843,78;Não
1320 - SECRETARIA DE ESTADO DA SAUDE;Nota fiscal;18.670.159/0001-89;BID COMERCIAL LTDA - ME;52;;1;Completa;Serviço;Despesa orçamentária;2026-03-31;2026-03-31;2026-04-01;696,0;Não
1320 - SECRETARIA DE ESTADO DA SAUDE;Nota fiscal;07.432.517/0001-07;SIMPRESS COMERCIO LOCACAO E SERVICOS LTDA;368911;;1;Completa;Serviço;Despesa orçamentária;2026-03-17;2026-03-30;2026-04-01;861,42;Não
1250 - POLICIA MILITAR DE MINAS GERAIS;Nota fiscal;07.346.326/0001-14;REPROS SOLUCOES EM TECNOLOGIA LTDA;27794;;1;Completa;Serviço;Despesa orçamentária;2026-03-31;2026-04-01;2026-04-01;38558,64;Não
2270 - FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;Nota fiscal;16.516.296/0001-38;LABTEST DIAGNOSTICA S/A;140678;;1;Completa - Recebimento definitivo;Consumo;Despesa orçamentária;2026-03-23;2026-03-26;2026-04-01;3209,16;Não
1400 - CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS;Nota fiscal;10.613.253/0001-94;LINHA RETA SERVICOS MECANICOS LTDA -ME;624;;1;Completa;Serviço;Despesa extra orçamentária;2026-03-31;2026-04-01;2026-04-01;186,99;Não
1400 - CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS;Nota fiscal;13.802.791/0001-15;AUTO MECANICA MULT CAR LTDA;7964;;1;Completa;Serviço;Despesa orçamentária;2026-03-27;2026-04-01;2026-04-01;178,23;Não
1320 - SECRETARIA DE ESTADO DA SAUDE;Nota fiscal;07.432.517/0001-07;SIMPRESS COMERCIO LOCACAO E SERVICOS LTDA;368955;1;1;Completa;Serviço;Despesa orçamentária;2026-03-17;2026-03-30;2026-04-01;148,54;Não
2010 - INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;Nota fiscal;07.797.579/0001-04;HOMACC COMERCIO DE MATERIAL MEDICO HOSPITALAR LTDA;101300;;1;Completa - Recebimento definitivo;Consumo;Despesa orçamentária;2026-03-27;2026-03-31;2026-04-01;4580,0;Não
2300 - DEPARTAMENTO DE ESTRADAS DE RODAGEM;Nota fiscal;16.636.540/0001-04;COMPANHIA DE TECNOLOGIA DA INFORMACAO DO ESTADO DE MINAS GERAIS-PRODEMGE;20262961;;1;Completa;Serviço;Despesa orçamentária;2026-03-30;2026-03-30;2026-04-01;556918,91;Não
1400 - CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS;Nota fiscal;10.613.253/0001-94;LINHA RETA SERVICOS MECANICOS LTDA -ME;629;1;1;Completa;Serviço;Despesa extra orçamentária;2026-03-31;2026-04-01;2026-04-01;1542,02;Não
1260 - SECRETARIA DE ESTADO DE EDUCACAO;Outros;18.034.025/0001-71;INDUMENTARIA INDUSTRIA E COMERCIO LTDA - ME;9054099;160;1;Completa;Serviço;Despesa orçamentária;2026-04-01;2026-04-01;2026-04-01;39639,17;Não
2010 - INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;Nota fiscal;48.939.276/0001-66;MEDI HOUSE INDUSTRIA E COMERCIO DE PRODUTOS CIRURGICOS E HOSPITALARES EIRELI;272294;1;1;Completa - Recebimento definitivo;Consumo;Despesa orçamentária;2026-03-20;2026-03-31;2026-04-01;11287,52;Não
2270 - FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;Nota fiscal;24.638.170/0001-64;DISTRIBUIDORA MENDONCA E MIRANDA LTDA;2155;0;1;Completa - Recebimento definitivo;Consumo;Despesa orçamentária;2026-03-31;2026-04-01;2026-04-01;3927,5;Não
1250 - POLICIA MILITAR DE MINAS GERAIS;Nota fiscal;34.274.233/0025-71;VIBRA ENERGIA S.A;4853440;;1;Completa - Recebimento definitivo;Consumo;Despesa orçamentária;2026-03-31;2026-04-01;2026-04-01;22309,0;Não
2270 - FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;Nota fiscal;01.676.274/0001-68;EMPRESA DE TRANSPORTES SANTAFE LTDA;105;;1;Completa;Serviço;Despesa orçamentária;2026-03-31;2026-03-31;2026-04-01;1203,3;Não
1010 - ASSEMBLEIA LEGISLATIVA DO ESTADO DE MINAS GERAIS;Nota fiscal;78.533.312/0001-58;PLANSUL PLANEJAMENTO E CONSULTORIA LTDA;122252026;;1;Completa;Serviço;Despesa orçamentária;2026-03-27;2026-03-31;2026-04-01;6030,26;Não
1540 - ESCOLA DE SAUDE PUBLICA DE MINAS GERAIS;Outros;***.482.226-**;PATRICIA MARIA DO NASCIMENTO BEZERRA DE MENEZES;9493536;3;1;Completa;Serviço;Despesa orçamentária;2026-03-13;2026-03-13;2026-04-01;2800,0;Não
