orgao_emissor;tipo_de_documento;fornecedor_cnpj_cpf;fornecedor_nome_empresarial;numero;serie;sequencial;natureza;indicador_de_orcamento;item_da_nota_fiscal;codigo_do_item;desc_do_item_de_material;desc_da_unid_de_fornecimento;unid_orcamentaria;elemento_item_de_despesa;qtde_na_nota_fiscal;valor_unitario_r;valor_total_r
2270 - FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;Nota fiscal;29.650.220/0001-42;PRO CIRURGICA MATERIAIS HOSPITALARES LTDA;1519;1;1;Consumo;Despesa orçamentária;2;421359;"CANULA DESCARTAVEL PARA TRAQUEOSTOMIA -  TIPO:   COM BALONETE; NUMERO:   7,0; DIAMETRO CONEXAO:   15 MM; MATERIA-PRIMA:   PVC ATOXICO, SILICONIZADO, RADIOPACO; DIAMETRO INTERNO:   7,0 MM; DIAMETRO EXTERNO:   10,5 MM, APROXIMADAMENTE; COMPRIMENTO TOTAL:   70 MM, APROXIMADAMENTE; COMPONENTES (1):   MANDRIL DE ENTUBACAO; COMPONENTES (2):   PLACA FIXACAO C/ IDENTIF. DIAMETROS INT. E EXTERNO; COMPONENTES (3):   FITA DE FIXACAO; CARACTERISTICA ESPECIAL:   NAO APLICAVEL;";1,00 UNIDADE;2271;3010;10,0;12,8;128,0
2270 - FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;Nota fiscal;29.650.220/0001-42;PRO CIRURGICA MATERIAIS HOSPITALARES LTDA;1519;1;1;Consumo;Despesa orçamentária;3;421367;"CANULA DESCARTAVEL PARA TRAQUEOSTOMIA -  TIPO:   COM BALONETE; NUMERO:   8,0; DIAMETRO CONEXAO:   15 MM; MATERIA-PRIMA:   PVC ATOXICO, SILICONIZADO, RADIOPACO; DIAMETRO INTERNO:   8,0 MM; DIAMETRO EXTERNO:   11,9 MM, APROXIMADAMENTE; COMPRIMENTO TOTAL:   75,5 MM, APROXIMADAMENTE; COMPONENTES (1):   MANDRIL DE ENTUBACAO; COMPONENTES (2):   PLACA FIXACAO C/ IDENTIF. DIAMETROS INT. E EXTERNO; COMPONENTES (3):   FITA DE FIXACAO; CARACTERISTICA ESPECIAL:   NAO APLICAVEL;";1,00 UNIDADE;2271;3010;40,0;12,7;508,0
2100 - INSTITUTO ESTADUAL DE FLORESTAS-IEF;Outros;33.224.254/0001-42;MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A;675322;1;1;Serviço;Despesa orçamentária;1;66311;VALE-ALIMENTACAO - MGS;1,00 UNIDADE;2101;3705;1,0;1575,56;1575,56
2270 - FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;Nota fiscal;31.673.254/0010-95;LABORATORIOS B BRAUN SA;1054880;0;1;Consumo;Despesa orçamentária;1;935174;"DISPOSITIVO INTRAVENOSO PARA ACESSO PERIFERICO -  CATETER:   EXTERNO 18 G; MATERIA-PRIMA:   POLIURETANO, RADIOPACO, FLEXIVEL, ATOXICO; AGULHA:   COM BISEL TRIFACETADO; EMPUNHADURA:   COLORIDA; CAMARA DE REFLUXO:   TRANSPARENTE; CANULA:   TRANSPARENTE; MANDRIL:   SIM; SISTEMA SEGURANCA:   SIM;";1,00 UNIDADE;2271;3010;2250,0;2,05;4612,5
2270 - FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;Nota fiscal;31.495.759/0001-16;SIRIO PHARMA LTDA;19728;1;1;Consumo;Despesa extra orçamentária;1;229830;"TUBO ENDOTRAQUEAL -  TIPO:   DESCARTAVEL COM BALONETE; NUMERO:   7,5 (32); MATERIA-PRIMA:   PVC TRANSPARENTE, SILICONIZADO;";1,00 UNIDADE;2271;3010;20,0;3,0;60,0
2270 - FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;Nota fiscal;31.495.759/0001-16;SIRIO PHARMA LTDA;19728;1;1;Consumo;Despesa extra orçamentária;2;229857;"TUBO ENDOTRAQUEAL -  TIPO:   DESCARTAVEL COM BALONETE; NUMERO:   8,0 (34); MATERIA-PRIMA:   PVC TRANSPARENTE, SILICONIZADO;";1,00 UNIDADE;2271;3010;80,0;3,0;240,0
2270 - FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;Nota fiscal;31.495.759/0001-16;SIRIO PHARMA LTDA;19728;1;1;Consumo;Despesa extra orçamentária;3;229881;"TUBO ENDOTRAQUEAL -  TIPO:   DESCARTAVEL COM BALONETE; NUMERO:   9,5 (40); MATERIA-PRIMA:   PVC TRANSPARENTE, SLICONIZADO;";1,00 UNIDADE;2271;3010;20,0;3,0;60,0
2270 - FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;Nota fiscal;05.194.502/0001-14;ALFALAGOS LTDA ;416486;1;1;Consumo;Despesa extra orçamentária;1;233099;"SONDA DE USO MEDICO -  IDENTIFICACAO:   DE ASPIRACAO TRAQUEAL COM VALVULA; NUMERO/TAMANHO:   8; MATERIA-PRIMA:   POLIVINIL TRANSPARENTE;";1,00 UNIDADE;2271;3010;7200,0;0,53;3816,0
2270 - FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;Nota fiscal;05.194.502/0001-14;ALFALAGOS LTDA ;416496;1;1;Consumo;Despesa extra orçamentária;1;233099;"SONDA DE USO MEDICO -  IDENTIFICACAO:   DE ASPIRACAO TRAQUEAL COM VALVULA; NUMERO/TAMANHO:   8; MATERIA-PRIMA:   POLIVINIL TRANSPARENTE;";1,00 UNIDADE;2271;3010;2000,0;0,53;1060,0
2270 - FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;Nota fiscal;82.641.325/0021-61;CREMER S.A.;511551;1;1;Consumo;Despesa orçamentária;1;152161;"ATADURA GESSADA -  MEDIDAS:   8 CM X 2 M;";1,00 UNIDADE;2271;3010;240,0;1,67;400,8
2270 - FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;Nota fiscal;39.935.073/0001-00;MG2 NUTRICAO LTDA;12719;1;1;Consumo;Despesa orçamentária;1;1645315;"FORMULA NUTRICIONAL -  IDENTIFICACAO:   PARA LACTENTES (DE PARTIDA); FAIXA ETARIA:   0 A 6 MESES; INDICACAO:   RISCO NUTRICIONAL, MANUTENCAO OU GANHO DE PESO; FONTE PROTEICA:   MAIOR OU IGUAL A 50% DE PROTEINAS DO SORO DO LEITE; ESTRUTURA DA PROTEINA:   INTACTA; NUTRIENTE ESSENCIAL:   DHA + PREBIOTICO; LACTOSE:   COM LACTOSE; ASPECTO FISICO:   PO SOLUVEL;";GRAMA;2271;3008;6400,0;0,0295;188,8
2270 - FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;Nota fiscal;39.935.073/0001-00;MG2 NUTRICAO LTDA;12719;1;1;Consumo;Despesa orçamentária;2;1645366;"FORMULA NUTRICIONAL -  IDENTIFICACAO:   PARA LACTENTES (DE SEGUIMENTO); FAIXA ETARIA:   DE 6 A 12 MESES; INDICACAO:   RISCO NUTRICIONAL, MANUTENCAO OU GANHO DE PESO; FONTE PROTEICA:   MAIOR OU IGUAL A 50% DE PROTEINAS DO SORO DO LEITE; ESTRUTURA DA PROTEINA:   INTACTA; NUTRIENTE ESSENCIAL:   DHA + ARA + PREBIOTICO; LACTOSE:   COM LACTOSE; ASPECTO FISICO:   PO SOLUVEL;";GRAMA;2271;3008;12800,0;0,0295;377,6
2270 - FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;Nota fiscal;08.245.855/0001-94;MHEDICA SERVICE COMERCIO E MANUTENCAO LTDA;60366;1;1;Consumo;Despesa orçamentária;1;151254;"BOLSA VENTILATORIA  -  CAPACIDADE VOLUMETRICA:   3 L; SEIS GOMOS;";1,00 UNIDADE;2271;3010;20,0;26,14;522,8
2270 - FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;Nota fiscal;03.606.427/0001-26;FUJITECH EQUIPAMENTOS MEDICOS LTDA;226;;1;Serviço;Despesa orçamentária;1;10758;MANUTENCAO, REPARO, CONSERVACAO E ADAPTACAO EM EQUIPAMENTOS E INSTRUMENTOS HOSPITALARES;1,00 UNIDADE;2271;3921;1,0;11432,3;11432,3
2260 - FUNDACAO EZEQUIEL DIAS;Nota fiscal;55.487.029/0001-31;CYTIVA DO BRASIL COMERCIO E SERVICOS PARA BIOTECNOLOGIA LTDA.;6494;;1;Serviço;Despesa extra orçamentária;1;3093;MANUTENCAO E REPAROS EM EQUIPAMENTOS E MATERIAIS DE LABORATORIO;1,00 UNIDADE;2261;3921;1,0;84362,69;84362,69
2260 - FUNDACAO EZEQUIEL DIAS;Nota fiscal;55.487.029/0001-31;CYTIVA DO BRASIL COMERCIO E SERVICOS PARA BIOTECNOLOGIA LTDA.;6494;;1;Serviço;Despesa extra orçamentária;2;3093;MANUTENCAO E REPAROS EM EQUIPAMENTOS E MATERIAIS DE LABORATORIO;1,00 UNIDADE;2261;3921;1,0;187775,01;187775,01
2270 - FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;Nota fiscal;01.676.274/0001-68;EMPRESA DE TRANSPORTES SANTAFE LTDA;100;;1;Serviço;Despesa orçamentária;1;7030;SERVICOS DE FORNECIMENTO DE VALE-TRANSPORTE;1,00 UNIDADE;2271;4904;1,0;1470,7;1470,7
1010 - ASSEMBLEIA LEGISLATIVA DO ESTADO DE MINAS GERAIS;Nota fiscal;18.876.112/0001-76;GIBBOR PUBLICIDADE E PUBLICACOES DE EDITAIS LTDA;292102025;;1;Serviço;Despesa extra orçamentária;1;38377;PUBLICACAO E/OU DIVULGACAO EM JORNAL COMERCIAL;1,00 CENTIMETRO;1011;3939;1,0;3328,0;3328,0
2270 - FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;Nota fiscal;33.224.254/0001-42;MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A;9142;A;1;Serviço;Despesa orçamentária;1;106089;AUXILIAR DE LIMPEZA - 22H, 30H, 36H, 40H OU 44H;CARGA HORARIA 44,00 HORAS POR SEMANA;2271;3703;1,0;4327,81;4327,81
2270 - FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;Nota fiscal;33.224.254/0001-42;MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A;9142;A;1;Serviço;Despesa orçamentária;2;106062;AUXILIAR DE LIMPEZA - 12X36 DIURNO - 44H;CARGA HORARIA 44,00 HORAS POR SEMANA;2271;3703;1,0;4333,24;4333,24
2270 - FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;Nota fiscal;33.224.254/0001-42;MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A;9142;B;1;Serviço;Despesa orçamentária;1;63363;MOTORISTA DE VEICULO DE SERVICO - 44H;CARGA HORARIA 44,00 HORAS POR SEMANA;2271;3704;9,8667;6617,4587;65292,48
