orgao_emissor;tipo_de_documento;fornecedor_cnpj_cpf;fornecedor_nome_empresarial;numero;serie;sequencial;natureza;indicador_de_orcamento;item_da_nota_fiscal;codigo_do_item;desc_do_item_de_material;desc_da_unid_de_fornecimento;unid_orcamentaria;elemento_item_de_despesa;qtde_na_nota_fiscal;valor_unitario_r;valor_total_r
1250 - POLICIA MILITAR DE MINAS GERAIS;Nota fiscal;22.558.670/0001-60;LIVRARIA DO PSICOLOGO E EDUCADOR LTDA;346672;;1;Consumo;Despesa orçamentária;3;749672;"MATERIAL PARA APLICACAO TESTE PSICOLOGICO -  TITULO:   APM - MATRIZES PROGRESSIVAS AVANCADAS DE RAVEN; TIPO:   KIT COMPLETO;";1,00 UNIDADE;1251;3007;1,0;505,58;505,58
1250 - POLICIA MILITAR DE MINAS GERAIS;Nota fiscal;22.558.670/0001-60;LIVRARIA DO PSICOLOGO E EDUCADOR LTDA;346672;;1;Consumo;Despesa orçamentária;4;1480510;"MATERIAL PARA APLICACAO TESTE PSICOLOGICO -  TITULO:   ESCALA WECHSLER ABREVIADA DE INTELIGENCIA - WASI; TIPO:   KIT COMPLETO;";1,00 UNIDADE;1251;3007;1,0;2045,93;2045,93
1250 - POLICIA MILITAR DE MINAS GERAIS;Nota fiscal;22.558.670/0001-60;LIVRARIA DO PSICOLOGO E EDUCADOR LTDA;346672;;1;Consumo;Despesa orçamentária;5;523798;"MATERIAL PARA APLICACAO TESTE PSICOLOGICO -  TITULO:   BLOCO DE LOCALIZACAO SEM GRADE, COM 25 FOLHAS; TIPO:   COMPONENTE DO TESTE DE ZULLIGER;";BLOCO 25,00 FOLHA;1251;3007;50,0;82,58;4129,0
1250 - POLICIA MILITAR DE MINAS GERAIS;Nota fiscal;22.558.670/0001-60;LIVRARIA DO PSICOLOGO E EDUCADOR LTDA;346672;;1;Consumo;Despesa orçamentária;6;607401;"MATERIAL PARA APLICACAO TESTE PSICOLOGICO -  TITULO:   BLOCO DE APLICACAO COM 25 FOLHAS; TIPO:   COMPONENTE DO D2 - TESTE DE ATENCAO CONCENTRADA;";BLOCO 25,00 FOLHA;1251;3007;10,0;151,453;1514,53
1250 - POLICIA MILITAR DE MINAS GERAIS;Nota fiscal;22.558.670/0001-60;LIVRARIA DO PSICOLOGO E EDUCADOR LTDA;346672;;1;Consumo;Despesa orçamentária;7;1504509;"MATERIAL PARA APLICACAO TESTE PSICOLOGICO -  TITULO:   AS PIRAMIDES COLORIDAS DE PFISTER; TIPO:   BLOCO DE RESPOSTAS COM 25 FOLHAS;";BLOCO 25,00 FOLHA;1251;3007;20,0;84,533;1690,66
1250 - POLICIA MILITAR DE MINAS GERAIS;Nota fiscal;22.558.670/0001-60;LIVRARIA DO PSICOLOGO E EDUCADOR LTDA;346672;;1;Consumo;Despesa orçamentária;8;752398;"MATERIAL PARA APLICACAO TESTE PSICOLOGICO -  TITULO:   APM - MATRIZES PROGRESSIVAS AVANCADAS DE RAVEN; TIPO:   BLOCO COM 25 FOLHAS DE RESPOSTAS;";BLOCO 25,00 FOLHA;1251;3007;3,0;50,86;152,58
1250 - POLICIA MILITAR DE MINAS GERAIS;Nota fiscal;22.558.670/0001-60;LIVRARIA DO PSICOLOGO E EDUCADOR LTDA;346672;;1;Consumo;Despesa orçamentária;9;2038064;"MATERIAL PARA APLICACAO TESTE PSICOLOGICO -  TIPO:   KIT COMPLETO - CRIANCAS, ADOLESCENTES E ADULTOS; TITULO:   AS PIRAMIDES COLORIDAS DE PFISTER;";1,00 UNIDADE;1251;3007;1,0;808,78;808,78
2010 - INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;Outros;33.224.254/0001-42;MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A;689388;;1;Serviço;Despesa orçamentária;1;66290;ACERTOS RETROATIVOS;1,00 UNIDADE;2011;3705;1,0;2860,64;2860,64
1250 - POLICIA MILITAR DE MINAS GERAIS;Nota fiscal;61.185.922/0001-05;DRAGER DO BRASIL LTDA;10077;;1;Serviço;Despesa orçamentária;1;2674;MANUTENCAO, REPARO, CONSERVACAO E ADAPTACAO EM EQUIPAMENTOS E INSTRUMENTOS MEDICOS;1,00 UNIDADE;1251;3921;1,0;1980,6;1980,6
2010 - INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;Nota fiscal;44.734.671/0022-86;CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA;998390;10;1;Consumo;Despesa orçamentária;1;1512153;"CICLOPENTOLATO -  PRINCIPIO ATIVO:   CICLOPENTOLATO, CLORIDRATO; CONCENTRACAO/DOSAGEM:   10 MG/ML (1%); FORMA FARMACEUTICA:   SOLUCAO OFTALMICA; APRESENTACAO:   FRASCO 5 ML; COMPONENTE:   .;";FRASCO;2011;3012;10,0;9,8;98,0
1090 - PROCURADORIA GERAL DE JUSTICA;Nota fiscal;22.786.872/0001-60;HAMMER CONSULTORIA LTDA;167;;1;Serviço;Despesa orçamentária;1;34401;SERVICOS DE DESENVOLVIMENTO DE SISTEMAS DE INFORMACAO;1,00 UNIDADE;1091;4006;1,0;795622,05;795622,05
2010 - INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;Nota fiscal;00.874.929/0001-40;MED CENTER COMERCIAL LTDA;698731;1;1;Consumo;Despesa orçamentária;1;80497;"ATADURA DE ALGODAO ORTOPEDICO -  MEDIDAS:   15 CM X 1,80 M;";1,00 UNIDADE;2011;3010;192,0;0,8167;156,81
1250 - POLICIA MILITAR DE MINAS GERAIS;Nota fiscal;78.589.504/0001-86;INDREL INDUSTRIA DE REFRIGERACAO LONDRINENSE LTDA;351;;1;Serviço;Despesa orçamentária;1;2674;MANUTENCAO, REPARO, CONSERVACAO E ADAPTACAO EM EQUIPAMENTOS E INSTRUMENTOS MEDICOS;1,00 UNIDADE;1251;3921;1,0;11355,48;11355,48
2010 - INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;Outros;16.636.540/0001-04;COMPANHIA DE TECNOLOGIA DA INFORMACAO DO ESTADO DE MINAS GERAIS-PRODEMGE;20264505;;1;Serviço;Despesa orçamentária;1;107549;ACESSO VPN ESTACAO DE TRABALHO (VPN-E) -;1,00 UNIDADE;2011;4003;1,0;629,0;629,0
1030 - TRIBUNAL DE JUSTICA DO ESTADO DE MINAS GERAIS;Nota fiscal;02.421.421/0001-11;TIM S A;5762814578;MAI;1;Serviço;Despesa orçamentária;1;89508;ASSINATURA MENSAL DE SERVICO TELEFONIA MOVEL, COM COMODATO DO APARELHO CELULAR;1,00 UNIDADE;4031;4004;1,0;37319,32;37319,32
2010 - INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;Outros;16.636.540/0001-04;COMPANHIA DE TECNOLOGIA DA INFORMACAO DO ESTADO DE MINAS GERAIS-PRODEMGE;20264506;;1;Serviço;Despesa orçamentária;1;34770;ACESSO VPN LOCAL (VPN-L) - REDE DE CONEXAO SEGURA;1,00 UNIDADE;2011;4003;1,0;3003,0;3003,0
2270 - FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;Nota fiscal;12.889.035/0002-93;INOVAMED HOSPITALAR LTDA;66496;;1;Consumo;Despesa orçamentária;1;1489461;"CAPTOPRIL -  PRINCIPIO ATIVO:   CAPTOPRIL; CONCENTRACAO/DOSAGEM:   25 MG; FORMA FARMACEUTICA:   COMPRIMIDO; APRESENTACAO:   .; COMPONENTE:   .;";1,00 UNIDADE;2271;3012;500,0;0,0214;10,7
1250 - POLICIA MILITAR DE MINAS GERAIS;Nota fiscal;04.325.831/0001-94;INTER MEDICAL EQUIPAMENTOS E SERVICOS LTDA;17;;1;Serviço;Despesa orçamentária;1;2674;MANUTENCAO, REPARO, CONSERVACAO E ADAPTACAO EM EQUIPAMENTOS E INSTRUMENTOS MEDICOS;1,00 UNIDADE;1251;3921;1,0;4588,0;4588,0
1030 - TRIBUNAL DE JUSTICA DO ESTADO DE MINAS GERAIS;Nota fiscal;29.826.379/0001-75;ANGELO RONCALLI DE ASSIS RAMOS LTDA;603;1;1;Serviço;Despesa orçamentária;1;60020;SERVICOS DE FORNECIMENTO DE LANCHE, COM OPCOES DE CARDAPIO  ESPECIFICADOS.;1,00 UNIDADE;4031;3903;20,0;25,0;500,0
2010 - INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;Nota fiscal;92.132.786/0001-19;CRISTAL DISTRIBUIDORA DE MEDICAMENTOS LTDA;128991;1;1;Consumo;Despesa orçamentária;1;1525891;"FILGRASTIM -  FORMA FARMACEUTICA:   SOLUCAO INJETAVEL; APRESENTACAO:   FRASCO-AMPOLA 1 ML; COMPONENTE:   .; PRINCIPIO ATIVO:   FILGRASTIM; CONCENTRACAO/DOSAGEM:   300 MCG;";FRASCO-AMPOLA;2011;3012;300,0;32,9899;9896,99
1190 - SECRETARIA DE ESTADO DE FAZENDA DE MINAS GERAIS;Nota fiscal;19.201.128/0001-41;ASSOCIACAO PROFISSIONALIZANTE DO MENOR DE BELO HORIZONTE -ASSPROM;1722;1;1;Serviço;Despesa orçamentária;1;68080;CONTRATACAO DE SERVICOS DO ADOLESCENTE TRABALHADOR, ATRAVES DA ASSOCIACAO PROFISSIONALIZANTE DO MENOR - ASSPROM;1,00 UNIDADE;1191;3702;1,0;8462,9;8462,9
2270 - FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;Nota fiscal;04.522.343/0001-77;FARMACIA DE MANIPULACAO IDEAL FORMULAS LTDA;8212;;1;Consumo;Despesa orçamentária;1;1511416;"FORMULA OU ASSOCIACAO MANIPULADA -  PRINCIPIO ATIVO:   FUROSEMIDA; CONCENTRACAO/DOSAGEM:   2 MG/ML; FORMA FARMACEUTICA:   SOLUCAO ORAL; APRESENTACAO:   FRASCO 80 ML; COMPONENTE:   .;";FRASCO;2271;3012;8,0;19,9;159,2
2010 - INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;Nota fiscal;23.864.942/0001-13;UNIQUE DISTRIBUIDORA DE MEDICAMENTOS LTDA;25080;;1;Consumo;Despesa orçamentária;1;1503995;"DOXORRUBICINA -  PRINCIPIO ATIVO:   DOXORRUBICINA; CONCENTRACAO/DOSAGEM:   50 MG; FORMA FARMACEUTICA:   PO LIOFILIZADO OU SOLUCAO INJETAVEL; APRESENTACAO:   FRASCO-AMPOLA; COMPONENTE:   .;";FRASCO-AMPOLA;2011;3012;30,0;34,4;1032,0
2010 - INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;Nota fiscal;58.295.213/0021-11;PHILIPS MEDICAL SYSTEMS LTDA;65501;1;1;Permanente;Despesa extra orçamentária;1;2025256;"EQUIPAMENTO PARA TOMOGRAFIA -  CAPACIDADE ARMAZENAMENTO:   HD  1 TB PARA ARMAZENAMENTO DE IMAGENS; ROTACAO:   CONTINUA;";1,00 UNIDADE;2011;5209;1,0;2950944,67;2950944,67
1030 - TRIBUNAL DE JUSTICA DO ESTADO DE MINAS GERAIS;Nota fiscal;29.826.379/0001-75;ANGELO RONCALLI DE ASSIS RAMOS LTDA;604;1;1;Serviço;Despesa orçamentária;1;60020;SERVICOS DE FORNECIMENTO DE LANCHE, COM OPCOES DE CARDAPIO  ESPECIFICADOS.;1,00 UNIDADE;4031;3903;20,0;25,0;500,0
2270 - FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;Nota fiscal;01.797.423/0001-47;GHS INDUSTRIA E SERVICOS LTDA;3996;;1;Serviço;Despesa orçamentária;1;22225;SERVICOS DE ANALISE E MONITORAMENTO DA QUALIDADE DA AGUA;1,00 UNIDADE;2271;3998;1,0;2359,8;2359,8
1500 - SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO;Nota fiscal;16.636.540/0001-04;COMPANHIA DE TECNOLOGIA DA INFORMACAO DO ESTADO DE MINAS GERAIS-PRODEMGE;20264620;;1;Serviço;Despesa orçamentária;1;35033;HOSPEDAGEM SISTEMAS EM AMBIENTE DEDICADO - BAIXA PLATAFORMA-HOSPEDAGEM DE SISTEMAS;1,00 MES;1501;4003;1,0;191355,88;191355,88
1500 - SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO;Nota fiscal;16.636.540/0001-04;COMPANHIA DE TECNOLOGIA DA INFORMACAO DO ESTADO DE MINAS GERAIS-PRODEMGE;20264620;;1;Serviço;Despesa orçamentária;2;35033;HOSPEDAGEM SISTEMAS EM AMBIENTE DEDICADO - BAIXA PLATAFORMA-HOSPEDAGEM DE SISTEMAS;1,00 MES;1501;4003;1,0;27543,95;27543,95
1500 - SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO;Nota fiscal;16.636.540/0001-04;COMPANHIA DE TECNOLOGIA DA INFORMACAO DO ESTADO DE MINAS GERAIS-PRODEMGE;20264620;;1;Serviço;Despesa orçamentária;3;35033;HOSPEDAGEM SISTEMAS EM AMBIENTE DEDICADO - BAIXA PLATAFORMA-HOSPEDAGEM DE SISTEMAS;1,00 MES;1501;4003;1,0;10982,58;10982,58
1500 - SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO;Nota fiscal;16.636.540/0001-04;COMPANHIA DE TECNOLOGIA DA INFORMACAO DO ESTADO DE MINAS GERAIS-PRODEMGE;20264620;;1;Serviço;Despesa orçamentária;4;35033;HOSPEDAGEM SISTEMAS EM AMBIENTE DEDICADO - BAIXA PLATAFORMA-HOSPEDAGEM DE SISTEMAS;1,00 MES;1501;4003;1,0;9000,22;9000,22
1500 - SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO;Nota fiscal;16.636.540/0001-04;COMPANHIA DE TECNOLOGIA DA INFORMACAO DO ESTADO DE MINAS GERAIS-PRODEMGE;20264620;;1;Serviço;Despesa orçamentária;5;35033;HOSPEDAGEM SISTEMAS EM AMBIENTE DEDICADO - BAIXA PLATAFORMA-HOSPEDAGEM DE SISTEMAS;1,00 MES;1501;4003;1,0;9997,93;9997,93
1500 - SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO;Nota fiscal;16.636.540/0001-04;COMPANHIA DE TECNOLOGIA DA INFORMACAO DO ESTADO DE MINAS GERAIS-PRODEMGE;20264620;;1;Serviço;Despesa orçamentária;6;35033;HOSPEDAGEM SISTEMAS EM AMBIENTE DEDICADO - BAIXA PLATAFORMA-HOSPEDAGEM DE SISTEMAS;1,00 MES;1501;4003;1,0;25624,65;25624,65
1500 - SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO;Nota fiscal;16.636.540/0001-04;COMPANHIA DE TECNOLOGIA DA INFORMACAO DO ESTADO DE MINAS GERAIS-PRODEMGE;20264620;;1;Serviço;Despesa orçamentária;7;35033;HOSPEDAGEM SISTEMAS EM AMBIENTE DEDICADO - BAIXA PLATAFORMA-HOSPEDAGEM DE SISTEMAS;1,00 MES;1501;4003;1,0;5331,89;5331,89
1500 - SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO;Nota fiscal;16.636.540/0001-04;COMPANHIA DE TECNOLOGIA DA INFORMACAO DO ESTADO DE MINAS GERAIS-PRODEMGE;20264620;;1;Serviço;Despesa orçamentária;8;35033;HOSPEDAGEM SISTEMAS EM AMBIENTE DEDICADO - BAIXA PLATAFORMA-HOSPEDAGEM DE SISTEMAS;1,00 MES;1501;4003;1,0;8728,29;8728,29
1500 - SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO;Nota fiscal;16.636.540/0001-04;COMPANHIA DE TECNOLOGIA DA INFORMACAO DO ESTADO DE MINAS GERAIS-PRODEMGE;20264620;;1;Serviço;Despesa orçamentária;9;35033;HOSPEDAGEM SISTEMAS EM AMBIENTE DEDICADO - BAIXA PLATAFORMA-HOSPEDAGEM DE SISTEMAS;1,00 MES;1501;4003;1,0;1984,69;1984,69
1500 - SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO;Nota fiscal;16.636.540/0001-04;COMPANHIA DE TECNOLOGIA DA INFORMACAO DO ESTADO DE MINAS GERAIS-PRODEMGE;20264620;;1;Serviço;Despesa orçamentária;10;35033;HOSPEDAGEM SISTEMAS EM AMBIENTE DEDICADO - BAIXA PLATAFORMA-HOSPEDAGEM DE SISTEMAS;1,00 MES;1501;4003;1,0;1652,44;1652,44
1500 - SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO;Nota fiscal;16.636.540/0001-04;COMPANHIA DE TECNOLOGIA DA INFORMACAO DO ESTADO DE MINAS GERAIS-PRODEMGE;20264620;;1;Serviço;Despesa orçamentária;11;35033;HOSPEDAGEM SISTEMAS EM AMBIENTE DEDICADO - BAIXA PLATAFORMA-HOSPEDAGEM DE SISTEMAS;1,00 MES;1501;4003;1,0;10001,7;10001,7
1500 - SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO;Nota fiscal;16.636.540/0001-04;COMPANHIA DE TECNOLOGIA DA INFORMACAO DO ESTADO DE MINAS GERAIS-PRODEMGE;20264620;;1;Serviço;Despesa orçamentária;12;34380;HOSPEDAGEM DE SISTEMAS EM MAINFRAME;1,00 MES;1501;4003;1,0;690468,93;690468,93
1500 - SECRETARIA DE ESTADO DE PLANEJAMENTO E GESTAO;Nota fiscal;16.636.540/0001-04;COMPANHIA DE TECNOLOGIA DA INFORMACAO DO ESTADO DE MINAS GERAIS-PRODEMGE;20264620;;1;Serviço;Despesa orçamentária;13;34380;HOSPEDAGEM DE SISTEMAS EM MAINFRAME;1,00 MES;1501;4003;1,0;105339,19;105339,19
